id,number,root_word,transliteration,pronunciation,tvm,entry
8885,G32,&#945;&#787;&#769;&#947;&#947;&#949;&#955;&#959;&#962;,aggelos,ang'-el-os,,"From &#945;&#787;&#947;&#947;&#949;&#769;&#955;&#955;&#969; aggello&#772; (probably derived from G71; compare G34; to <i>bring tidings</i>); a <i>messenger</i> ; especially an <i>"" angel""</i> ; by implication a <i>pastor:</i>  - angel, messenger."
8886,G33,&#945;&#787;&#769;&#947;&#949;,age,ag'-eh,,"Imperative of G71; properly <i>lead</i>, that is, <i>come</i>  on: - go to."
8887,G34,&#945;&#787;&#947;&#949;&#769;&#955;&#951;,agele&#772;,ag-el'-ay,,From G71 (compare G32); a <i>drove:</i>  - herd.
8888,G35,&#945;&#787;&#947;&#949;&#957;&#949;&#945;&#955;&#959;&#769;&#947;&#951;&#964;&#959;&#962;,agenealoge&#772;tos,ag-en-eh-al-og'-ay-tos,,From G1 (as negative particle) and G1075; <i>unregistered</i>  as to birth: - without descent.
8889,G36,&#945;&#787;&#947;&#949;&#957;&#951;&#769;&#962;,agene&#772;s,ag-en-ace',,"From G1 (as negative particle) and G1085; properly <i>without kin</i>, that is, (of unknown descent, and by implication) <i>ignoble:</i>  - base things."
8890,G37,&#945;&#788;&#947;&#953;&#945;&#769;&#950;&#969;,hagiazo&#772;,hag-ee-ad'-zo,,"From G40; to <i>make holy</i>, that is, (ceremonially) <i>purify</i>  or <i>consecrate</i> ; (mentally) to <i>venerate:</i>  - hallow, be holy, sanctify."
8891,G38,&#945;&#788;&#947;&#953;&#945;&#963;&#956;&#959;&#769;&#962;,hagiasmos,hag-ee-as-mos',,"From G37; properly <i>purification</i>, that is, (the state) <i>purity</i> ; concretely (by Hebraism) a <i>purifier:</i>  - holiness, sanctification."
8892,G39,&#945;&#788;&#769;&#947;&#953;&#959;&#957;,hagion,hag'-ee-on,,"Neuter of G40; a <i>sacred</i>  thing (that is, spot): - holiest (of all), holy place, sanctuary."
8893,G40,&#945;&#788;&#769;&#947;&#953;&#959;&#962;,hagios,hag'-ee-os,,"From &#945;&#788;&#769;&#947;&#959;&#962; hagos (an <i>awful</i>  thing) compare G53, [H2282]; <i>sacred</i>  (physically <i>pure</i>, morally <i>blameless</i>  or <i>religious</i>, ceremonially <i>consecrated</i>): - (most) holy (one, thing), saint."
8894,G41,&#945;&#788;&#947;&#953;&#959;&#769;&#964;&#951;&#962;,hagiote&#772;s,hag-ee-ot'-ace,,"From G40; <i>sanctity</i>  (that is, properly the state): - holiness."
8895,G42,&#945;&#788;&#947;&#953;&#969;&#963;&#965;&#769;&#957;&#951;,hagio&#772;sune&#772;,hag-ee-o-soo'-nay,,"From G40; <i>sacredness</i>  (that is, properly the quality): - holiness."
8896,G43,&#945;&#787;&#947;&#954;&#945;&#769;&#955;&#951;,agkale&#772;,ang-kal'-ay,,From &#945;&#787;&#769;&#947;&#954;&#959;&#962;
8897,G44,&#945;&#787;&#769;&#947;&#954;&#953;&#963;&#964;&#961;&#959;&#957;,agkistron,ang'-kis-tron,,From the same as G43; a <i>hook</i>  (as <i>bent</i>): - hook.
8898,G45,&#945;&#787;&#769;&#947;&#954;&#965;&#961;&#945;,agkura,ang'-koo-rah,,"From the same as G43; an "" anchor""  (as <i>crooked</i>): - anchor."
8899,G46,&#945;&#787;&#769;&#947;&#957;&#945;&#966;&#959;&#962;,agnaphos,ag'-naf-os,,"From G1 (as a negative particle) and the same as G1102; properly <i>unfulled</i>, that is, (by implication) <i>new</i>  (cloth): - new."
8900,G47,&#945;&#788;&#947;&#957;&#949;&#953;&#769;&#945;,hagneia,hag-ni'-ah,,"From G53; <i>cleanliness</i>  (the quality), that is, (specifically) <i>chastity:</i>  - purity."
8901,G48,&#945;&#788;&#947;&#957;&#953;&#769;&#950;&#969;,hagnizo&#772;,hag-nid'-zo,,"From G53; to <i>make clean</i>, that is, (figuratively) <i>sanctify</i>  (ceremonially or morally): - purity (self)."
8902,G49,&#945;&#788;&#947;&#957;&#953;&#963;&#956;&#959;&#769;&#962;,hagnismos,hag-nis-mos',,"From G48; a <i>cleansing</i>  (the act), that is, (ceremonially) <i>lustration:</i>  - purification."
8903,G50,&#945;&#787;&#947;&#957;&#959;&#949;&#769;&#969;,agnoeo&#772;,ag-no-eh'-o,,"From G1 (as a negative particle) and G3539; <i>not to know</i>  (through lack of information or intelligence); by implication to <i>ignore</i>  (through disinclination): - (be) ignorant (-ly), not know, not understand, unknown."
8904,G51,&#945;&#787;&#947;&#957;&#959;&#769;&#951;&#956;&#945;,agnoe&#772;ma,ag-no'-ay-mah,,"From G50; a thing <i>ignored</i>, that is, <i>shortcoming:</i>  - error."
8905,G52,&#945;&#787;&#769;&#947;&#957;&#959;&#953;&#945;,agnoia,ag'-noy-ah,,From G50; <i>ignorance</i>  (properly the quality): - ignorance.
8906,G53,&#945;&#788;&#947;&#957;&#959;&#769;&#962;,hagnos,hag-nos',,"From the same as G40; properly <i>clean</i>, that is, (figuratively) <i>innocent, modest, perfect:</i>  - chaste, clean, pure."
8907,G54,&#945;&#788;&#947;&#957;&#959;&#769;&#964;&#951;&#962;,hagnote&#772;s,hag-not'-ace,,"From G53; <i>cleanness</i>  (the state), that is, (figuratively) <i>blamelessness:</i>  - pureness."
8908,G55,&#945;&#788;&#947;&#957;&#969;&#834;&#962;,hagno&#772;s,hag-noce',,"Adverb from G53; <i>purely</i>, that is, <i>honestly:</i>  - sincerely."
8909,G56,&#945;&#787;&#947;&#957;&#969;&#963;&#953;&#769;&#945;,agno&#772;sia,ag-no-see'-ah,,"From G1 (as negative particle) and G1108; <i>ignorance</i>  (properly the state): - ignorance, not the knowledge."
8910,G57,&#945;&#787;&#769;&#947;&#957;&#969;&#963;&#964;&#959;&#962;,agno&#772;stos,ag'-noce-tos,,From G1 (as negative particle) and G1110; <i>unknown:</i>  - unknown.
8911,G58,&#945;&#787;&#947;&#959;&#961;&#945;&#769;,agora,ag-or-ah',,"From &#945;&#787;&#947;&#949;&#953;&#769;&#961;&#969; "" ageiro""  (to <i>gather</i> ; probably akin to G1453); properly the <i>town square</i>  (as a place of public resort); by implication a <i>market</i>  or <i>thoroughfare:</i>  - market (-place), street."
8912,G59,&#945;&#787;&#947;&#959;&#961;&#945;&#769;&#950;&#969;,agorazo&#772;,ag-or-ad'-zo,,"From G58; properly to <i>go to market</i>, that is, (by implication) to <i>purchase</i> ; specifically to <i>redeem:</i>  - buy, redeem."
8913,G60,&#945;&#787;&#947;&#959;&#961;&#945;&#953;&#834;&#959;&#962;,agoraios,ag-or-ah'-yos,,"From G58; <i>relating to the market place</i>, that is, <i>forensic</i>  (times); by implication <i>vulgar:</i>  - baser sort, low."
8914,G61,&#945;&#787;&#769;&#947;&#961;&#945;,agra,ag'-rah,,From G71; (abstractly) a <i>catching</i>  (of fish); also (concretely) a <i>haul</i>  (of fish): - draught.
8915,G62,&#945;&#787;&#947;&#961;&#945;&#769;&#956;&#956;&#945;&#964;&#959;&#962;,agrammatos,ag-ram-mat-os,,"From G1 (as negative particle) and G1121; <i>unlettered</i>, that is, <i>illiterate:</i>  - unlearned."
8916,G63,&#945;&#787;&#947;&#961;&#945;&#965;&#955;&#949;&#769;&#969;,agrauleo&#772;,ag-row-leh'-o,,From G68 and G832 (in the sense of G833); to <i>camp out:</i>  - abide in the field.
8917,G64,&#945;&#787;&#947;&#961;&#949;&#965;&#769;&#969;,agreuo&#772;,ag-rew-'o,,"From G61; to <i>hunt</i>, that is, (figuratively) to <i>entrap:</i>  - catch."
8918,G65,&#945;&#787;&#947;&#961;&#953;&#949;&#769;&#955;&#945;&#953;&#959;&#962;,agrielaios,ag-ree-el'-ah-yos,,From G66 and G1636; an <i>oleaster:</i>  - olive tree (which is) wild.
8919,G66,&#945;&#787;&#769;&#947;&#961;&#953;&#959;&#962;,agrios,ag'-ree-os,,"From G68; <i>wild</i>  (as pertaining to the <i>country</i>), literally (<i>natural</i>) or figuratively (<i>fierce</i>): - wild, raging."
8920,G67,&#913;&#787;&#947;&#961;&#953;&#769;&#960;&#960;&#945;&#962;,Agrippas,ag-rip'-pas,,"Apparently from G66 and G2462; <i>wild-horse</i>  tamer; <i>Agrippas</i>, one of the Herods: - Agrippa."
8921,G68,&#945;&#787;&#947;&#961;&#959;&#769;&#962;,agros,ag-ros',,"From G71; a <i>field</i>  (as a <i>drive</i>  for cattle); generally the <i>country</i> ; specifically a <i>farm</i>, that is, <i>hamlet:</i>  - country, farm, piece of ground, land."
8922,G69,&#945;&#787;&#947;&#961;&#965;&#960;&#957;&#949;&#769;&#969;,agrupneo&#772;,ag-roop-neh'-o,,"Ultimately from G1 (as negative particle) and G5258; to <i>be sleepless</i>, that is, <i>keep awake:</i>  - watch."
8923,G70,&#945;&#787;&#947;&#961;&#965;&#960;&#957;&#953;&#769;&#945;,agrupnia,ag-roop-nee'-ah,,"From G69; <i>sleeplessness</i>, that is, a <i>keeping awake:</i>  - watch."
8924,G71,&#945;&#787;&#769;&#947;&#969;,ago&#772;,ag'-o,,"A primary verb; properly to <i>lead</i> ; by implication to <i>bring, drive</i>, (reflexively) <i>go</i>, (specifically) <i>pass</i>  (time), or (figuratively) <i>induce:</i>  - be, bring (forth), carry, (let) go, keep, lead away, be open."
8925,G72,&#945;&#787;&#947;&#969;&#947;&#951;&#769;,ago&#772;ge&#772;,ag-o-gay',,"Reduplicated from G71; a <i>bringing</i>  up, that is, <i>mode of living:</i>  - manner of life."
8926,G73,&#945;&#787;&#947;&#969;&#769;&#957;,ago&#772;n,ag-one',,"From G71; properly a place of <i>assembly</i>  (as if <i>led</i>), that is, (by implication) a <i>contest</i>  (held there); figuratively an <i>effort</i>  or <i>anxiety:</i>  - conflict, contention, fight, race."
8927,G74,&#945;&#787;&#947;&#969;&#957;&#953;&#769;&#945;,ago&#772;nia,ag-o-nee'-ah,,"From G73; a <i>struggle</i>  (properly the state), that is, (figuratively) <i>anguish:</i>  - agony."
8928,G75,&#945;&#787;&#947;&#969;&#957;&#953;&#769;&#950;&#959;&#956;&#945;&#953;,ago&#772;nizomai,ag-o-nid'-zom-ahee,,"From G73; to <i>struggle</i>, literally (to <i>compete</i>  for a prize), figuratively (to <i>contend</i>  with an adversary), or generally (to <i>endeavor</i>  to accomplish something): - fight, labor fervently, strive."
8929,G76,&#913;&#787;&#948;&#945;&#769;&#956;,Adam,ad-am',,"Of Hebrew origin [H121]; <i>Adam</i>, the first man; typically (of Jesus) <i>man</i>  (as his representative): - Adam."
8930,G77,&#945;&#787;&#948;&#945;&#769;&#960;&#945;&#957;&#959;&#962;,adapanos,ad-ap'-an-os,,"From G1 (as a negative particle) and G1160; <i>costless</i>, that is, <i>gratuitous:</i>  - without expense."
8931,G78,&#913;&#787;&#948;&#948;&#953;&#769;,Addi,ad-dee',,"Probably of Hebrew origin (compare [H5716]); <i>Addi</i>, an Israelite: - Addi."
8932,G79,&#945;&#787;&#948;&#949;&#955;&#966;&#951;&#769;,adelphe&#772;,ad-el-fay',,Feminine of G80; a <i>sister</i>  (natural or ecclesiastical): - sister.
8933,G80,&#945;&#787;&#948;&#949;&#955;&#966;&#959;&#769;&#962;,adelphos,ad-el-fos',,From G1 (as a connective particle) and &#948;&#949;&#955;&#966;&#965;&#769;&#962; delphus (the <i>womb</i>); a <i>brother</i>  (literally or figuratively) near or remote (much like [H1]): - brother.
8934,G81,&#945;&#787;&#948;&#949;&#955;&#966;&#959;&#769;&#964;&#951;&#962;,adelphote&#772;s,ad-el-fot'-ace,,"From G80; <i>brotherhood</i>  (properly the feeling of <i>brotherliness</i>), that is, (the (Christian) <i>fraternity:</i>  - brethren, brotherhood."
8935,G82,&#945;&#787;&#769;&#948;&#951;&#955;&#959;&#962;,ade&#772;los,ad'-ay-los,,"From G1 (as a negative particle) and G1212; <i>hidden</i>, figuratively <i>indistinct:</i>  - appear not, uncertain."
8936,G83,&#945;&#787;&#948;&#951;&#955;&#959;&#769;&#964;&#951;&#962;,ade&#772;lote&#772;s,ad-ay-lot'-ace,,From G82; <i>uncertainty:</i>  - X uncertain.
8937,G84,&#945;&#787;&#948;&#951;&#769;&#955;&#969;&#962;,ade&#772;lo&#772;s,ad-ay'-loce,,Adverb from G82; <i>uncertainly:</i>  - uncertainly.
8938,G85,&#945;&#787;&#948;&#951;&#956;&#959;&#957;&#949;&#769;&#969;,ade&#772;moneo&#772;,ad-ay-mon-eh'-o,,"From a derivative of &#945;&#787;&#948;&#949;&#769;&#969; adeo&#772; (to be <i>sated</i>  to loathing); to <i>be in distress</i>  (of mind): - be full of heaviness, be very heavy."
8939,G86,&#945;&#837;&#788;&#769;&#948;&#951;&#962;,hade&#772;s,hah'-dace,,"From G1 (as a negative particle) and G1492; properly <i>unseen</i>, that is, "" Hades""  or the place (state) of departed souls: - grave, hell."
8940,G87,&#945;&#787;&#948;&#953;&#945;&#769;&#954;&#961;&#953;&#964;&#959;&#962;,adiakritos,ad-ee-ak'-ree-tos,,"From G1 (as a negative particle) and a derivative of G1252; properly <i>undistinguished</i>, that is, (actively) <i>impartial:</i>  - without partiality."
8941,G88,&#945;&#787;&#948;&#953;&#945;&#769;&#955;&#949;&#953;&#960;&#964;&#959;&#962;,adialeiptos,ad-ee-al'-ipe-tos,,"From G1 (as a negative particle) and a derivative of a compound of G1223 and G3007; <i>unintermitted</i>, that is, <i>permanent:</i>  - without ceasing, continual."
8942,G89,&#945;&#787;&#948;&#953;&#945;&#955;&#949;&#953;&#769;&#960;&#964;&#969;&#962;,adialeipto&#772;s,ad-ee-al-ipe'-toce,,"Adverb from G88; <i>uninterruptedly</i>, that is, <i>without omission</i>  (on an appropriate occasion): - without ceasing."
8943,G90,&#945;&#787;&#948;&#953;&#945;&#966;&#952;&#959;&#961;&#953;&#769;&#945;,adiaphthoria,ad-ee-af-thor-ee'-ah,,"From a derivative of a compound of G1 (as a negative particle) and a derivative of G1311; <i>incorruptibleness</i>, that is, (figuratively) <i>purity</i>  (of doctrine): - uncorruptness."
8944,G91,&#945;&#787;&#948;&#953;&#954;&#949;&#769;&#969;,adikeo&#772;,ad-ee-keh'-o,,"From G94; to <i>be unjust</i>, that is, (actively) <i>do wrong</i>  (morally, socially or physically): - hurt, injure, be an offender, be unjust, (do, suffer, take) wrong."
8945,G92,&#945;&#787;&#948;&#953;&#769;&#954;&#951;&#956;&#945;,adike&#772;ma,ad-eek'-ay-mah,,"From G91; a <i>wrong</i>  done: - evil doing, iniquity, matter of wrong."
8946,G93,&#945;&#787;&#948;&#953;&#954;&#953;&#769;&#945;,adikia,ad-ee-kee'-ah,,"From G94; (legal) <i>injustice</i>  (properly the quality, by implication the act); moral <i>wrongfulness</i>  (of charater, life or act): - iniquity, unjust, unrighteousness, wrong."
8947,G94,&#945;&#787;&#769;&#948;&#953;&#954;&#959;&#962;,adikos,ad'-ee-kos,,"From G1 (as a negative particle) and G1349; <i>unjust</i> ; by extension <i>wicked</i> ; by implication <i>treacherous</i> ; specifically <i>heathen:</i>  - unjust, unrighteous."
8948,G95,&#945;&#787;&#948;&#953;&#769;&#954;&#969;&#962;,adiko&#772;s,ad-ee'-koce,,Adverb from G94; <i>unjustly:</i>  - wrongfully.
8949,G96,&#945;&#787;&#948;&#959;&#769;&#954;&#953;&#956;&#959;&#962;,adokimos,ad-ok'-ee-mos,,"From G1 (as a negative particle) and G1384; <i>unapproved</i>, that is, <i>rejected</i> ; by implication <i>worthless</i>  (literally or morally): - castaway, rejected, reprobate."
8950,G97,&#945;&#787;&#769;&#948;&#959;&#955;&#959;&#962;,adolos,ad'-ol-os,,"From G1 (as a negative particle) and G1388; <i>undeceitful</i>, that is, (figuratively) <i>unadulterated:</i>  - sincere."
8951,G98,&#913;&#787;&#948;&#961;&#945;&#956;&#965;&#964;&#964;&#951;&#957;&#959;&#769;&#962;,Adramutte&#772;nos,ad-ram-oot-tay-nos',,From &#913;&#787;&#948;&#961;&#945;&#956;&#965;&#769;&#964;&#964;&#949;&#953;&#959;&#957; Adramutteion (a place in Asia Minor); <i>Adramyttene</i>  or belonging to Adramyttium: - of Adramyttium.
8952,G99,&#913;&#787;&#948;&#961;&#953;&#769;&#945;&#962;,Adrias,ad-ree'-as,,From &#913;&#787;&#948;&#961;&#953;&#769;&#945; Adria (a place near its shore); the <i>Adriatic</i>  sea (including the Ionian): - Adria.
8953,G100,&#945;&#788;&#948;&#961;&#959;&#769;&#964;&#951;&#962;,hadrote&#772;s,had-rot'-ace,,"From &#945;&#788;&#948;&#961;&#959;&#769;&#962; hadros (<i>stout</i>); <i>plumpness</i>, that is, (figuratively) <i>liberality:</i>  - abundance."
8954,G101,&#945;&#787;&#948;&#965;&#957;&#945;&#964;&#949;&#769;&#969;,adunateo&#772;,ad-oo-nat-eh'-o,,"From G102; to <i>be unable</i>, that is, (passively) <i>impossible:</i>  - be impossible."
8955,G102,&#945;&#787;&#948;&#965;&#769;&#957;&#945;&#964;&#959;&#962;,adunatos,ad-oo'-nat-os,,"From G1 (as a negative particle) and G1415; <i>unable</i>, that is, <i>weak</i>  (literally or figuratively); passively <i>impossible:</i>  - could not do, impossible, impotent, not possible, weak."
8956,G103,&#945;&#837;&#787;&#769;&#948;&#969;,ado&#772;,ad'-o,,A primary verb; to <i>sing:</i>  - sing.
8957,G104,&#945;&#787;&#949;&#953;&#769;,aei,ah-eye',,"From an obsolete primary noun (apparently meaning continued <i>duration</i>); <i>"" ever""</i> ; by qualification <i>regularly</i> ; by implication <i>earnestly:</i>  - always, ever."
8958,G105,&#945;&#787;&#949;&#964;&#959;&#769;&#962;,aetos,ah-et-os',,From the same as G109; an <i>eagle</i>  (from its <i>wind</i>  like flight): - eagle.
8959,G106,&#945;&#787;&#769;&#950;&#965;&#956;&#959;&#962;,azumos,ad'-zoo-mos,,"From G1 (as a negative particle) and G2219; <i>unleavened</i>, that is, (figuratively) <i>uncorrupted</i> ; (in the neuter plural) specifically (by implication) the <i>Passover</i>  week: - unleavened (bread)."
8960,G107,&#913;&#787;&#950;&#969;&#769;&#961;,Azo&#772;r,ad-zore',,"Of Hebrew origin (compare [H5809]); <i>Azor</i>, an Israelite: - Azor."
8961,G108,&#913;&#787;&#769;&#950;&#969;&#964;&#959;&#962;,Azo&#772;tos,ad'-zo-tos,,"Of Hebrew origin [H795]; <i>Azotus</i>  (that is, Ashdod), a place in Palestine: - Azotus."
8962,G109,&#945;&#787;&#951;&#769;&#961;,ae&#772;r,ah-ayr',,"From &#945;&#787;&#769;&#951;&#956;&#953; ae&#772;mi (to <i>breathe</i>  unconsciously, that is, <i>respire</i> ; by analogy to <i>blow</i>); "" air""  (as naturally <i>circumambient</i>): - air. Compare G5594."
